method,sigma,minCl,minSpl,Temporal Purity,Davies-Bouldin Index,Calinski–Harabasz Index,Intercluster Distance,Intracluster Distance,Density Based Clustering Validation Index,Intracluster Variance,Number of Transitions,Silhouette Coefficient,Average Segment Length,model_name,dataset_name,Noise Percentage,accuracy,nmi,ari,Dataset,Model,Sigma
HDBSCAN,100,144,1,1.0,1.1179147256852984,2814.513195420666,0.06532896,0.5357319,0.7223001742031152,0.035004336,10,0.26261684,307.8181818181818,CendoFM,ncm_12,0.0989367985823981,0.4863979023271059,0.4956730590644809,0.2509771633612877,ncm_12,CendoFM,Sigma100
HDBSCAN,100,13,1,1.0,0.5281677851523487,4848.013950351712,0.08192588,0.28957033,0.6797239472282259,0.008727002,3,0.59587985,304.75,CendoFM,ncm_8,0.0689089417555373,0.9709251101321584,0.8851962392284897,0.9121531842210696,ncm_8,CendoFM,Sigma100
HDBSCAN,100,233,1,1.0,1.398885169240524,3287.525912920859,0.011074614,1.2917906,0.5927849339192792,0.13364513,6,0.22059357,617.1428571428571,CendoFM,ncm_6,0.1041666666666666,0.8483204134366925,0.9034920118471136,0.8148251097267926,ncm_6,CendoFM,Sigma100
HDBSCAN,100,89,1,1.0,0.9374187496401438,5223.921995926889,0.1423718,0.56299436,0.7005426270133646,0.033516426,8,0.53923094,315.6666666666667,CendoFM,ncm_1,0.0763815557902146,0.600609756097561,0.6371260760821235,0.3489312810369255,ncm_1,CendoFM,Sigma100
HDBSCAN,100,377,1,1.0,0.7409110415534882,2518.721747829442,0.004068543,0.564075,0.6638142942377387,0.035653986,1,0.40727752,1384.5,CendoFM,ncm_7,0.0,0.5193210545323221,0.2267467736291998,-0.0099330069325683,ncm_7,CendoFM,Sigma100
HDBSCAN,100,13,1,1.0,1.2075383037239136,2492.46950292594,0.015987616,0.12023747,0.6037760405240975,0.0017951936,13,0.342861,181.2142857142857,CendoFM,ncm_9,0.2333464722112731,0.3604113110539845,0.3773355023827767,0.1379695036186467,ncm_9,CendoFM,Sigma100
HDBSCAN,100,13,1,1.0,1.085421760032913,1333.4047632300462,0.037805717,0.30693763,0.6017259574033569,0.011443185,13,0.27576372,160.64285714285714,CendoFM,ncm_rmv_1,0.2240995998221432,0.6979942693409742,0.8358658984827492,0.6474679228104878,ncm_rmv_1,CendoFM,Sigma100
HDBSCAN,100,233,1,1.0,1.336682312311683,2506.39374748455,0.03544542,0.68165755,0.7464275210255982,0.039790913,3,0.28280476,818.25,CendoFM,ncm_11,0.0274977085242896,0.8287778825007854,0.6504763390032089,0.6043441357976821,ncm_11,CendoFM,Sigma100
HDBSCAN,100,13,1,1.0,0.8602232746788776,1295.1737243815894,0.001786919,0.22764583,0.5558898104443758,0.007374689,7,0.35225114,223.25,CendoFM,ncm_10,0.1634938409854422,0.7121820615796519,0.7466041568263307,0.6912639087785301,ncm_10,CendoFM,Sigma100
HDBSCAN,100,144,1,1.0,1.2708241357327967,3376.3888893095946,0.088097505,0.70838666,0.6985371896506828,0.0542913,12,0.45555344,327.84615384615387,CendoFM,ncm_2,0.1046457062412012,0.7651991614255765,0.7960183930268153,0.7104044295847467,ncm_2,CendoFM,Sigma100
HDBSCAN,100,89,1,1.0,0.9919757746743214,3226.2279152557803,0.05238062,0.3090706,0.6153706788688871,0.011255505,11,0.41258064,281.0,CendoFM,ncm_5,0.1447212336892052,0.5499306518723994,0.698326917130539,0.5163572544462839,ncm_5,CendoFM,Sigma100
HDBSCAN,100,377,1,1.0,0.3085247731873285,18317.985629546987,0.0066029606,1.0888901,0.6639465589884418,0.08382348,1,0.7883581,1095.0,CendoFM,ncm_4,0.0,0.8415525114155251,0.8137039600977005,0.7972360040652976,ncm_4,CendoFM,Sigma100
HDBSCAN,100,144,1,1.0,0.94253246729086,2440.325278318268,0.09453132,0.45040154,0.7274533747076751,0.03332194,3,0.4384913,595.75,CendoFM,ncm_3,0.0629458665547628,0.8374384236453202,0.6729520264965365,0.6028248644762012,ncm_3,CendoFM,Sigma100
HDBSCAN,100,89,1,1.0,1.3145645665199177,4099.838927856293,0.038330685,0.35414705,0.699079137085739,0.012015271,19,0.2866439,296.8,CendoFM,ncm_rmv_2,0.1174191374663072,0.6533689635426608,0.8000900922495983,0.6317784436410938,ncm_rmv_2,CendoFM,Sigma100
HDBSCAN,100,144,1,1.0,1.2910358859136497,3192.1776464290074,0.04833797,0.54673046,0.7477937117503084,0.030776506,17,0.31844383,282.94444444444446,CendoFM,ncm_rmv_4,0.1180051050461418,0.6426981300089047,0.7713766483954886,0.5334482989950625,ncm_rmv_4,CendoFM,Sigma100
HDBSCAN,100,377,1,1.0,0.6780765678669123,3475.8292226731696,0.066476755,0.39342284,0.6533116049611001,0.026320457,3,0.542669,740.75,CendoFM,ncm_rmv_3,0.1380357745528181,0.8136256851996868,0.7868513081865705,0.7400640422853967,ncm_rmv_3,CendoFM,Sigma100
