method,sigma,minCl,minSpl,Temporal Purity,Davies-Bouldin Index,Calinski–Harabasz Index,Intercluster Distance,Intracluster Distance,Density Based Clustering Validation Index,Intracluster Variance,Number of Transitions,Silhouette Coefficient,Average Segment Length,model_name,dataset_name,Noise Percentage,accuracy,nmi,ari,Dataset,Model,Sigma
HDBSCAN,100,144,1,1.0,1.6391807394898257,1225.8435591929326,0.031345293,0.49126926,0.6116192538610363,0.028551817,11,0.19618432,282.1666666666667,EndoFM,ncm_12,0.1202008269344359,0.4165827458878818,0.4812905801455059,0.2099135484679762,ncm_12,EndoFM,Sigma100
HDBSCAN,100,34,1,1.0,0.4524856655989439,2426.7585411223345,0.08812457,0.5926005,0.701401770087259,0.04153491,3,0.5613901,304.75,EndoFM,ncm_8,0.0467596390484003,0.8493975903614458,0.6322818805562388,0.5692005685074264,ncm_8,EndoFM,Sigma100
HDBSCAN,100,610,1,1.0,1.0444638084681406,2446.3247781296286,0.074429385,0.75274754,0.6965876067192798,0.06806877,3,0.3208305,1080.0,EndoFM,ncm_6,0.1273148148148147,0.6289124668435013,0.6642346736066699,0.4768148267534461,ncm_6,EndoFM,Sigma100
HDBSCAN,100,144,1,1.0,1.1927657490456016,1384.0428849771297,0.05733304,0.548343,0.6591699000661952,0.028812798,11,0.31319642,236.75,EndoFM,ncm_1,0.141147483280535,0.5795081967213115,0.5607269418711348,0.2757615479596533,ncm_1,EndoFM,Sigma100
HDBSCAN,100,144,1,1.0,1.3307866869378806,2290.521135971101,0.038319554,0.5313766,0.7163994904424711,0.028197458,8,0.3064968,307.6666666666667,EndoFM,ncm_7,0.1105092091007583,0.6098254161591555,0.6974123730644303,0.4731269074111034,ncm_7,EndoFM,Sigma100
HDBSCAN,100,233,1,1.0,0.7031054014426252,2815.900373401242,0.0040275203,0.86035943,0.663812605321734,0.085732035,1,0.5408364,1268.5,EndoFM,ncm_9,0.0,0.9893575088687426,0.901686567384588,0.9516490528556506,ncm_9,EndoFM,Sigma100
HDBSCAN,100,377,1,1.0,0.9796605654805458,2049.377532592312,0.0045675277,0.71360135,0.6639191475237463,0.08107768,1,0.42073065,1124.5,EndoFM,ncm_rmv_1,0.0,0.6073810582481103,0.5806622835363207,0.4331618950837605,ncm_rmv_1,EndoFM,Sigma100
HDBSCAN,100,55,1,1.0,1.3130730646823876,3339.325216992793,0.035837494,0.5175912,0.6583130104068239,0.02657172,11,0.32881767,272.75,EndoFM,ncm_11,0.1420714940421631,0.5035612535612536,0.6473173295650926,0.4220387868770368,ncm_11,EndoFM,Sigma100
HDBSCAN,100,89,1,1.0,1.629915221454794,650.6582825619934,0.06728298,0.38175118,0.5969678381544653,0.017253986,8,0.2804614,198.44444444444449,EndoFM,ncm_10,0.2306830907054871,0.6804949053857351,0.7613428650959883,0.6221480571446779,ncm_10,EndoFM,Sigma100
HDBSCAN,100,987,1,1.0,1.0503656699924873,5903.496767697904,0.005029229,1.0135443,0.5385156155470858,0.105545275,2,0.42860395,1420.6666666666667,EndoFM,ncm_2,0.1886438291881745,0.780508964719491,0.5297834492167537,0.476313364822916,ncm_2,EndoFM,Sigma100
HDBSCAN,100,13,1,1.0,1.372546791293903,979.0457575615984,0.049632497,0.26731104,0.6873679693013335,0.009337942,21,0.3318313,153.27272727272728,EndoFM,ncm_5,0.1900948991696323,0.3500549249359209,0.5987748884391827,0.3068337884671197,ncm_5,EndoFM,Sigma100
HDBSCAN,100,377,1,1.0,0.7090828049782408,3767.0369431019817,0.0073262583,1.0570481,0.6639477025946339,0.14195387,1,0.5233617,1095.0,EndoFM,ncm_4,0.0,0.8415525114155251,0.7899549371971707,0.7900979901093567,ncm_4,EndoFM,Sigma100
HDBSCAN,100,233,1,1.0,0.9663873480178462,1812.1316975856091,0.078918256,0.8363305,0.7313962625098515,0.06602407,3,0.36003098,595.75,EndoFM,ncm_3,0.0369282417121276,0.9128540305010894,0.8094035955482338,0.7675570821141571,ncm_3,EndoFM,Sigma100
HDBSCAN,100,144,1,1.0,1.5925892914394433,2076.1688675611013,0.05500472,0.40877727,0.6713493188115238,0.016740872,21,0.3174685,269.8181818181818,EndoFM,ncm_rmv_2,0.1356132075471697,0.6285324498148509,0.7347073574608848,0.5028722287731497,ncm_rmv_2,EndoFM,Sigma100
HDBSCAN,100,144,1,1.0,1.828997385276261,1284.005159889517,0.03583924,0.4812849,0.640860774463909,0.028306192,16,0.1484834,299.5882352941176,EndoFM,ncm_rmv_4,0.108776752405262,0.4507600793126239,0.645173886105396,0.3674983259264897,ncm_rmv_4,EndoFM,Sigma100
HDBSCAN,100,144,1,1.0,1.07780182685611,1855.3242538906247,0.066978544,0.59318477,0.7374282749404687,0.050262626,8,0.40356123,329.22222222222223,EndoFM,ncm_rmv_3,0.1052986837664529,0.7333081855903433,0.7876217234847575,0.6584586994086111,ncm_rmv_3,EndoFM,Sigma100
