method,sigma,minCl,minSpl,Temporal Purity,Davies-Bouldin Index,Calinski–Harabasz Index,Intercluster Distance,Intracluster Distance,Density Based Clustering Validation Index,Intracluster Variance,Number of Transitions,Silhouette Coefficient,Average Segment Length,model_name,dataset_name,Noise Percentage,accuracy,nmi,ari,Dataset,Model,Sigma
HDBSCAN,0,377,1,0.4247539658997818,2.4893235881507305,377.375605111508,6.3766403,16.71718,0.0428600066649064,50.678635,131,0.1014608,25.651515151515152,ResNet-50,ncm_12,0.4356172474896633,0.683935112506541,0.4881190358693385,0.3422038971669363,ncm_12,ResNet-50,Sigma0
HDBSCAN,0,89,1,0.4486027359336619,2.175337511471254,88.86719111907918,5.6742296,12.571876,0.0275498916188331,27.984695,101,0.035864957,11.950980392156865,ResNet-50,ncm_8,0.5840853158326498,0.6883629191321499,0.6569539133678683,0.5152463061310212,ncm_8,ResNet-50,Sigma0
HDBSCAN,0,89,1,0.1543840433408757,3.71908388707001,283.90902218136483,6.437033,17.147041,0.0003991759215341,53.86583,436,0.08710018,9.88558352402746,ResNet-50,ncm_6,0.1824074074074074,0.4292185730464326,0.2484333685443256,0.1029947067071858,ncm_6,ResNet-50,Sigma0
HDBSCAN,0,144,1,0.6310864099949982,2.1077569172072312,257.09213631776515,5.623058,11.611391,0.0799987329038134,27.688545,70,0.15189794,40.014084507042256,ResNet-50,ncm_1,0.1781063005983808,0.388865096359743,0.4704731746778175,0.1649818159653764,ncm_1,ResNet-50,Sigma0
HDBSCAN,0,144,1,0.2117083303185973,3.108952250212253,147.57845201858586,6.9916005,16.769466,0.0011995011730374,52.12378,133,0.1258673,20.66417910447761,ResNet-50,ncm_7,0.1617912603828096,0.6484274019819044,0.0244216391007495,-0.0243545881903451,ncm_7,ResNet-50,Sigma0
HDBSCAN,0,89,1,0.1533100090792398,3.113506222302489,210.03786100289292,6.7453327,15.109138,0.0069280682318751,45.963005,169,0.10841384,14.923529411764706,ResNet-50,ncm_9,0.2707922743397714,0.7562162162162163,0.0361785748038069,-0.0693380700992849,ncm_9,ResNet-50,Sigma0
HDBSCAN,0,89,1,0.4927403936015751,2.348279569040182,122.68359560157934,5.9997387,12.487061,0.0232471069661425,31.524069,139,0.05998994,16.064285714285713,ResNet-50,ncm_rmv_1,0.3797243219208537,0.6501792114695341,0.8200563752405962,0.6122001645338405,ncm_rmv_1,ResNet-50,Sigma0
HDBSCAN,0,233,1,0.6487880844612351,2.7308798135044143,258.81802606004754,6.269663,14.210628,0.022013698968062,38.11342,140,0.077538,23.21276595744681,ResNet-50,ncm_11,0.3507485487320501,0.6701176470588235,0.5423995532037249,0.35657681090288,ncm_11,ResNet-50,Sigma0
HDBSCAN,0,55,1,0.7896122372142819,2.071303019015488,142.9399159257898,6.471486,12.033688,0.0637844483463453,28.536362,91,0.1243939,19.41304347826087,ResNet-50,ncm_10,0.2989921612541993,0.4400958466453674,0.6388160875659061,0.390582206029739,ncm_10,ResNet-50,Sigma0
HDBSCAN,0,144,1,0.4919194855389531,2.560015595091709,371.65786071447474,6.5705853,14.044921,0.1047087999383917,32.65333,253,0.2032032,16.77952755905512,ResNet-50,ncm_2,0.340215861098076,0.7603129445234709,0.7817503012326732,0.7625430182098922,ncm_2,ResNet-50,Sigma0
HDBSCAN,0,377,1,0.2312567394808515,3.469027231405481,371.4322903170366,6.6877666,17.00191,0.0035528494213649,53.369236,230,0.13883157,14.597402597402596,ResNet-50,ncm_5,0.1402728351126927,0.6588478785788203,0.7216285534939827,0.5460382216519508,ncm_5,ResNet-50,Sigma0
HDBSCAN,0,377,1,0.4518809070001215,1.9297214456457696,422.36382835738,7.0223107,15.594867,0.0173604909894117,42.452816,92,0.22972567,23.548387096774192,ResNet-50,ncm_4,0.1949771689497716,0.6891661939875213,0.7040894726098524,0.5744690821098851,ncm_4,ResNet-50,Sigma0
HDBSCAN,0,55,1,0.6782465887725361,2.10391547631967,144.5289169022404,6.471292,12.310278,0.0750107664817799,29.383015,128,0.08438636,18.472868217054263,ResNet-50,ncm_3,0.3730591691145615,0.4149933065595716,0.5621744609653321,0.2880874653608977,ncm_3,ResNet-50,Sigma0
HDBSCAN,0,610,1,0.1780369669954282,3.268488996624514,392.824288413596,5.6756663,16.705967,0.007039598004029,44.47927,270,0.043424986,21.904059040590408,ResNet-50,ncm_rmv_2,0.5911388140161725,0.7775030902348579,0.6959715578207065,0.6191395055804282,ncm_rmv_2,ResNet-50,Sigma0
HDBSCAN,0,89,1,0.5604495734554256,1.930960177989819,237.2730432223889,6.027234,12.795717,0.0443399531147469,30.324516,336,0.07735997,15.112759643916911,ResNet-50,ncm_rmv_4,0.3767916748478304,0.4287964713295526,0.6524290977439996,0.2935037850958159,ncm_rmv_4,ResNet-50,Sigma0
HDBSCAN,0,377,1,0.2215445645043506,3.557625201458442,236.15247525224143,5.9013944,15.139555,0.0063650225619372,44.500626,232,0.07573295,12.716738197424892,ResNet-50,ncm_rmv_3,0.4704691191360107,0.5340981516889739,0.2328688387897165,0.0039830629722268,ncm_rmv_3,ResNet-50,Sigma0
