method,sigma,minCl,minSpl,Temporal Purity,Davies-Bouldin Index,Calinski–Harabasz Index,Intercluster Distance,Intracluster Distance,Density Based Clustering Validation Index,Intracluster Variance,Number of Transitions,Silhouette Coefficient,Average Segment Length,model_name,dataset_name,Noise Percentage,accuracy,nmi,ari,Dataset,Model,Sigma
HDBSCAN,0,89,1,0.4554225000952014,1.992936188125139,274.3094923885591,13.510791,32.944286,0.1073265788702375,174.14626,339,0.13033165,9.958823529411765,SwinV2-B,ncm_12,0.2598936798582398,0.353950518754988,0.4430970879182084,0.1572090618537133,ncm_12,SwinV2-B,Sigma0
HDBSCAN,0,55,1,0.4620035276304642,2.332178045919385,74.56160674513701,11.964288,29.853024,0.027941850379864,141.31711,116,0.018802945,10.41880341880342,SwinV2-B,ncm_8,0.5373256767842494,0.4450354609929078,0.4836873907122717,0.3013462931586087,ncm_8,SwinV2-B,Sigma0
HDBSCAN,0,144,1,0.1925081749818925,2.634085826508444,200.9826682206725,10.834027,34.74732,0.0066696986315682,201.17938,360,-0.022796324,11.966759002770084,SwinV2-B,ncm_6,0.6946759259259259,0.599696739954511,0.376197009842684,0.2508231246889691,ncm_6,SwinV2-B,Sigma0
HDBSCAN,0,55,1,0.6173924681804179,1.8561427451318528,244.62531142539777,11.785057,27.209633,0.108139538676137,111.50651,177,0.19041179,15.960674157303371,SwinV2-B,ncm_1,0.2347764871524111,0.3491260349586016,0.5060939512932685,0.1883733761410111,ncm_1,SwinV2-B,Sigma0
HDBSCAN,0,144,1,0.2556824836996325,2.676414155443428,149.56455848922806,11.914863,35.834156,0.0065600851155681,204.12715,226,0.026548767,12.198237885462555,SwinV2-B,ncm_7,0.469844709281329,0.4223433242506812,0.3574693805967939,0.1644819562530532,ncm_7,SwinV2-B,Sigma0
HDBSCAN,0,233,1,0.1221391805042603,2.464443887811504,120.5109564120393,10.522829,33.68096,0.0074059987967804,180.70029,185,-0.013030439,13.63978494623656,SwinV2-B,ncm_9,0.793062672447773,0.5219047619047619,0.0,0.0,ncm_9,SwinV2-B,Sigma0
HDBSCAN,0,55,1,0.6215672609733404,2.129781521221518,109.8477580537425,14.088632,31.887638,0.0554046082556754,182.36514,191,0.07558052,11.713541666666666,SwinV2-B,ncm_rmv_1,0.3241440640284571,0.4868421052631579,0.7036205649101698,0.4123686320895048,ncm_rmv_1,SwinV2-B,Sigma0
HDBSCAN,0,89,1,0.6296240120497832,2.2446559396890127,160.2265979598935,12.090385,31.536783,0.0430037292105884,150.71915,178,0.026465079,18.28491620111732,SwinV2-B,ncm_11,0.5355942560342194,0.3947368421052631,0.4527384714497877,0.2452647769099536,ncm_11,SwinV2-B,Sigma0
HDBSCAN,0,34,1,0.7353298967388872,1.9513976172347052,107.18940801505772,14.05001,26.932344,0.0648277574167161,137.60043,150,0.10945379,11.827814569536423,SwinV2-B,ncm_10,0.3527435610302352,0.4048442906574394,0.5700401613031567,0.3216115509672335,ncm_10,SwinV2-B,Sigma0
HDBSCAN,0,233,1,0.3879590318203703,3.465317238106818,504.1985282262466,13.999692,42.67679,0.0009641144698636,291.84113,392,0.19137187,10.844783715012722,SwinV2-B,ncm_2,0.3061942749882684,0.711531958065607,0.5974776502979394,0.5598650718505517,ncm_2,SwinV2-B,Sigma0
HDBSCAN,0,377,1,0.2982896992364033,2.503709616306803,499.43985156915335,12.8272,37.576626,-0.0010130602554499,237.36539,274,0.123378806,12.261818181818182,SwinV2-B,ncm_5,0.4575919335705812,0.878622197922362,0.8145782619521439,0.7646969724016812,ncm_5,SwinV2-B,Sigma0
HDBSCAN,0,233,1,0.5650977856561779,2.7543048976353166,289.47184156519853,14.811476,35.954784,0.0460032709026317,205.14136,180,0.210258,12.099447513812157,SwinV2-B,ncm_4,0.1470319634703196,0.6092077087794433,0.6995954704882106,0.5476424527324694,ncm_4,SwinV2-B,Sigma0
HDBSCAN,0,144,1,0.7449623106472597,2.1724073384498626,189.60666746511555,14.392919,35.268414,0.042782895789077,175.63162,98,0.064351745,24.07070707070707,SwinV2-B,ncm_3,0.4716743600503567,0.7450357426528992,0.69558977140522,0.5678136573761867,ncm_3,SwinV2-B,Sigma0
HDBSCAN,0,233,1,0.3995517570032284,2.707642456826726,268.9409736471011,12.33797,36.092396,0.0222758925923656,214.72354,392,0.011587805,15.104325699745548,SwinV2-B,ncm_rmv_2,0.5106132075471699,0.9111876075731498,0.8561464515505708,0.7966417217770428,ncm_rmv_2,SwinV2-B,Sigma0
HDBSCAN,0,233,1,0.2520269113713627,2.265998091678572,398.03622767077576,12.950026,38.61257,0.0103394070414619,233.09785,440,0.06614027,11.54875283446712,SwinV2-B,ncm_rmv_4,0.4783035538975063,0.5095972901768913,0.4740407944769532,0.173313872965,ncm_rmv_4,SwinV2-B,Sigma0
HDBSCAN,0,89,1,0.4265945542141537,3.2158224833775195,204.3205759978762,15.320613,38.1645,0.0150017562115388,240.91183,254,0.13854665,11.619607843137254,SwinV2-B,ncm_rmv_3,0.1586230172122849,0.5695948656237465,0.4433657981693761,0.1453355550049347,ncm_rmv_3,SwinV2-B,Sigma0
