method,sigma,minCl,minSpl,Temporal Purity,Davies-Bouldin Index,Calinski–Harabasz Index,Intercluster Distance,Intracluster Distance,Density Based Clustering Validation Index,Intracluster Variance,Number of Transitions,Silhouette Coefficient,Average Segment Length,model_name,dataset_name,Noise Percentage,accuracy,nmi,ari,Dataset,Model,Sigma
HDBSCAN,10,55,1,1.0,1.239204757621615,824.9961981353351,0.33564487,2.6645412,0.6705316087017537,1.0033734,30,0.4267709,109.2258064516129,EndoFM,ncm_12,0.0682220909627879,0.2402535657686212,0.4751723020807972,0.1483331225138369,ncm_12,EndoFM,Sigma10
HDBSCAN,10,89,1,1.0,0.959409619105454,507.1355497514614,0.159956,3.6156273,0.6680738554311817,1.8760866,2,0.39117378,406.3333333333333,EndoFM,ncm_8,0.0,0.8695652173913043,0.7028612835909411,0.6377706810773163,ncm_8,EndoFM,Sigma10
HDBSCAN,10,144,1,1.0,1.7610453043031664,581.900855097508,0.27123377,3.174966,0.6605769923021646,1.7146419,17,0.19529799,240.0,EndoFM,ncm_6,0.042361111111111,0.5044718394972202,0.7246675863789818,0.4766224776140076,ncm_6,EndoFM,Sigma10
HDBSCAN,10,55,1,1.0,1.3512628864730103,821.1508758681035,0.37771028,2.4409683,0.7236518710653617,0.9988738,22,0.44701523,123.52173913043478,EndoFM,ncm_1,0.0397747272087293,0.311950146627566,0.4929087785799071,0.152750191582714,ncm_1,EndoFM,Sigma10
HDBSCAN,10,55,1,1.0,1.6750865763553997,261.37865518374093,0.2845162,2.778801,0.7171460067480421,1.253097,30,0.224762,89.3225806451613,EndoFM,ncm_7,0.0343084145901047,0.3769633507853403,0.482913084614802,0.1831607521378548,ncm_7,EndoFM,Sigma10
HDBSCAN,10,377,1,1.0,1.6352608563320408,566.3870068796767,0.38701758,3.687835,0.6213478511567065,1.9269276,4,0.22171038,507.4,EndoFM,ncm_9,0.1162790697674418,0.4808206958073149,0.1262888252933746,0.0013939347668086,ncm_9,EndoFM,Sigma10
HDBSCAN,10,55,1,1.0,1.3681709205669732,569.4923345101952,0.3829834,2.1531625,0.7111855240799526,0.75652784,30,0.37562418,72.54838709677419,EndoFM,ncm_rmv_1,0.0471320586927523,0.3345776948203453,0.6767585867105262,0.3186848267533216,ncm_rmv_1,EndoFM,Sigma10
HDBSCAN,10,55,1,1.0,1.3029562272517723,632.3466489539985,0.2329787,2.2961853,0.677518139818439,0.8414079,29,0.35092622,109.1,EndoFM,ncm_11,0.0513290559120073,0.2940418679549114,0.544347272739695,0.2313760320994746,ncm_11,EndoFM,Sigma10
HDBSCAN,10,55,1,1.0,1.2731049472013791,454.324263850716,0.4023425,2.476679,0.6941844975701993,1.0094359,20,0.3567849,85.04761904761905,EndoFM,ncm_10,0.076147816349384,0.3363636363636363,0.6095461057973333,0.3211218830932882,ncm_10,EndoFM,Sigma10
HDBSCAN,10,144,1,1.0,1.4796932308332165,1410.7727234590848,0.35381216,2.8577814,0.7204928439467109,1.3611002,14,0.43602976,284.1333333333333,EndoFM,ncm_2,0.0518535898639136,0.6884434545904479,0.7454277340926164,0.6594281256311763,ncm_2,EndoFM,Sigma10
HDBSCAN,10,89,1,1.0,1.5199381811250037,557.7131200417581,0.27603838,2.645718,0.6817539750285921,1.2616715,24,0.28148896,134.88,EndoFM,ncm_5,0.0415183867141162,0.3678836633663366,0.5946205329266784,0.3110648370553571,ncm_5,EndoFM,Sigma10
HDBSCAN,10,233,1,1.0,1.4645515108079887,679.7907798376123,0.7707771,3.7754543,0.8044779341115924,2.3831124,7,0.26746362,273.75,EndoFM,ncm_4,0.0251141552511415,0.6786885245901639,0.7040806311636905,0.5476404336629005,ncm_4,EndoFM,Sigma10
HDBSCAN,10,233,1,1.0,1.7341284864052078,479.1419444586731,0.14090161,3.3140943,0.6188605028201576,1.8982767,7,0.23590265,297.875,EndoFM,ncm_3,0.0746957616449852,0.6167800453514739,0.7490254711038133,0.5678179580154288,ncm_3,EndoFM,Sigma10
HDBSCAN,10,1597,1,1.0,1.5983182468814892,1849.4708126202215,0.1823927,4.9425793,0.6682553757361327,3.9145706,1,0.24268422,2968.0,EndoFM,ncm_rmv_2,0.0,0.5283018867924528,0.4484904605820267,0.2904443264614304,ncm_rmv_2,EndoFM,Sigma10
HDBSCAN,10,55,1,1.0,1.3130065560682516,807.6080593637778,0.36607948,2.790864,0.7101032028356639,1.1316442,39,0.37392098,127.325,EndoFM,ncm_rmv_4,0.0414294129196937,0.4154035231462515,0.6609144700167047,0.3032081002620012,ncm_rmv_4,EndoFM,Sigma10
HDBSCAN,10,233,1,1.0,1.3845800084704527,770.2275938418114,0.4651681,3.8057787,0.702809810151029,2.2654288,8,0.2638769,329.22222222222223,EndoFM,ncm_rmv_3,0.0617617279784002,0.6302158273381295,0.6814573707767083,0.503726873364785,ncm_rmv_3,EndoFM,Sigma10
