method,sigma,minCl,minSpl,temporal_purity,silhouette_score,davies_bouldin_index,calinski_harabasz_index,intercluster_distance,intracluster_distance,intra_cluster_variance,transition_count,average_segment_length
RES_NET_101_HDBSCAN,4,300,1,1.0,0.031424787,3.4377433780038493,717.3624854542362,0.5124508,4.710484,3.542568,52,472.6981132075472
RES_NET_101_Random_Segmentation,4,300,1,1.0,-0.034220155,3.256328915463015,601.089521607777,0.17648427,4.369269,3.2020078,32,759.1818181818181
