method,sigma,minCl,minSpl,temporal_purity,silhouette_score,davies_bouldin_index,calinski_harabasz_index,intercluster_distance,intracluster_distance,intra_cluster_variance,transition_count,average_segment_length
HDBSCAN,4,300,1,0.9985655998979982,-0.06291294,4.225556737095843,1131.349330335086,0.48521793,4.551864,2.7458577,146,480.76190476190476
Random_Segmentation,4,300,1,1.0,-0.08422277,3.9880112468273534,1115.9122316995195,0.15516089,4.504576,2.759443,87,803.0909090909091
