method,sigma,minCl,minSpl,Temporal Purity,Davies-Bouldin Index,Calinski–Harabasz Index,Intercluster Distance,Intracluster Distance,Density Based Clustering Validation Index,Intracluster Variance,Number of Transitions,Silhouette Coefficient,Average Segment Length,model_name,dataset_name,Noise Percentage,accuracy,nmi,ari,Dataset,Model,Sigma
HDBSCAN,5,89,1,1.0,1.7346443728540453,491.53374087535457,0.3212018,2.5969772,0.662708269104517,1.0227323,20,0.27988192,161.23809523809524,ResNet-50,ncm_12,0.0561134081512109,0.3613892365456821,0.5414427917411692,0.2275481173558155,ncm_12,ResNet-50,Sigma5
HDBSCAN,5,144,1,1.0,1.8075199427447144,212.08886882380105,0.36370894,2.380664,0.6129418013447291,1.0171124,5,0.18437068,203.16666666666663,ResNet-50,ncm_8,0.1205906480721903,0.5550373134328358,0.4862501039541625,0.2833508929918319,ncm_8,ResNet-50,Sigma5
HDBSCAN,5,144,1,1.0,2.055605862172617,471.54471477047207,0.26988566,2.5441039,0.6202505290423538,0.977675,19,0.15573595,216.0,ResNet-50,ncm_6,0.0956018518518518,0.4553365753775275,0.6885957405184921,0.4210794961696643,ncm_6,ResNet-50,Sigma5
HDBSCAN,5,34,1,1.0,1.3939904210626408,443.5260706711292,0.24144618,1.6256714,0.6501919669550066,0.4863515,36,0.34779757,76.78378378378379,ResNet-50,ncm_1,0.079901443153819,0.2532517214996174,0.4488195111807913,0.1206481595623746,ncm_1,ResNet-50,Sigma5
HDBSCAN,5,144,1,1.0,2.1570763986786123,261.4442855785869,0.26702705,2.650994,0.6567044508478284,1.1119142,14,0.14700393,184.6,ResNet-50,ncm_7,0.0397255326832791,0.3873636705528394,0.562645621424838,0.2590966891997556,ncm_7,ResNet-50,Sigma5
HDBSCAN,5,610,1,1.0,2.359086259626062,402.08888884895634,0.21593699,3.1826792,0.6788343451519909,1.6358731,1,0.14091147,1268.5,ResNet-50,ncm_9,0.0,0.8344501379582183,0.4266746115266231,0.4308631335675649,ncm_9,ResNet-50,Sigma5
HDBSCAN,5,610,1,1.0,2.0480870460343983,425.9319397952758,0.20568506,3.3867993,0.6659007428550893,2.1014652,1,0.18650545,1124.5,ResNet-50,ncm_rmv_1,0.0,0.5509115162294353,0.5782119804814685,0.3817591712903913,ncm_rmv_1,ResNet-50,Sigma5
HDBSCAN,5,144,1,1.0,1.6201509422375056,443.3166628062382,0.17628445,2.609328,0.6341709579546327,1.0923904,13,0.20672661,233.78571428571428,ResNet-50,ncm_11,0.069660861594867,0.5165845648604269,0.6515525895701231,0.4083760557797443,ncm_11,ResNet-50,Sigma5
HDBSCAN,5,144,1,1.0,1.3096409062878185,388.0121755672263,0.29499456,2.3841188,0.6338053613255379,1.0390645,9,0.30150503,178.6,ResNet-50,ncm_10,0.1287793952967525,0.5874035989717223,0.7616821348877366,0.5849784944829473,ncm_10,ResNet-50,Sigma5
HDBSCAN,5,233,1,1.0,1.7315814385569706,922.032309044178,0.37726656,2.652402,0.6560222710301369,1.2046114,8,0.35938528,473.55555555555554,ResNet-50,ncm_2,0.0586579070858751,0.8599202392821536,0.8699180555836495,0.8258554186467639,ncm_2,ResNet-50,Sigma5
HDBSCAN,5,144,1,1.0,1.898367209193128,409.92874435134894,0.41547236,2.3998928,0.6419013995915045,0.89655524,21,0.20182134,153.27272727272728,ResNet-50,ncm_5,0.1266310794780545,0.3358234295415959,0.5717759097014159,0.294471383074986,ncm_5,ResNet-50,Sigma5
HDBSCAN,5,144,1,1.0,1.5269980257063551,601.9722803185764,0.32259014,2.7317736,0.7004315517567913,1.1360749,8,0.28207508,243.33333333333331,ResNet-50,ncm_4,0.0027397260273972,0.5338827838827839,0.6566877796996811,0.4397321649135214,ncm_4,ResNet-50,Sigma5
HDBSCAN,5,233,1,1.0,1.721596615983114,331.93677549886047,0.37422106,2.9762294,0.6458922124637202,1.3614902,8,0.18394293,264.77777777777777,ResNet-50,ncm_3,0.102811582039446,0.5888681010289991,0.7487474214320722,0.5467980928742517,ncm_3,ResNet-50,Sigma5
HDBSCAN,5,610,1,1.0,2.360193928099514,989.843489545788,0.25488845,3.9715524,0.685193319528639,2.4028165,1,0.14418006,2968.0,ResNet-50,ncm_rmv_2,0.0,0.5283018867924528,0.5150740084934714,0.3801607768197362,ncm_rmv_2,ResNet-50,Sigma5
HDBSCAN,5,144,1,1.0,1.724232304226451,492.0273096948836,0.3991973,2.7585127,0.6644034789935178,1.205132,25,0.18639198,195.8846153846154,ResNet-50,ncm_rmv_4,0.0547810720596897,0.4318653926049023,0.6754689509139867,0.3321837835795667,ncm_rmv_4,ResNet-50,Sigma5
HDBSCAN,5,89,1,1.0,1.829095050969619,369.7199993964013,0.4447985,2.3722541,0.7073534802383281,0.96354747,19,0.19160196,148.15,ResNet-50,ncm_rmv_3,0.0367870401619979,0.4225648213034337,0.6449362873755,0.3457041990881229,ncm_rmv_3,ResNet-50,Sigma5
