method,sigma,minCl,minSpl,temporal_purity,silhouette_score,davies_bouldin_index,calinski_harabasz_index,intercluster_distance,intracluster_distance,intra_cluster_variance,transition_count,average_segment_length
CENDO_FM_HDBSCAN,4,300,1,0.5886116484846312,-0.17321287,2.604414823290683,2210.1673801065685,0.3474267,5.895819,2.8838015,122,143.3658536585366
CENDO_FM_Random_Segmentation,4,300,1,1.0,0.005934818,2.669141352316184,3700.5080467842167,0.1124352,8.392252,6.835626,9,1763.4
