Dataset,Model,Sigma,temporal_purity,davies_bouldin_index,calinski_harabasz_index,intercluster_distance,intracluster_distance,intra_cluster_variance,transition_count,average_segment_length
6cb700585c4f4070,CENDO_FM,4,1.0,2.7127269228547606,4143.517379256406,0.059981644,4.429263,2.7520962,17,1477.5
8a00709108cd4e2b,CENDO_FM,4,1.0,2.669141352316184,3700.5080467842167,0.1124352,8.392252,6.835626,9,1763.4
e2ec9bac087f4573,CENDO_FM,4,1.0,4.936973650405773,3340.9624056871794,0.1495872,6.9339967,5.679537,45,1536.3478260869565
e65ce34d64094ded,CENDO_FM,4,1.0,4.9659315720867685,2602.462390216602,0.16529334,8.5166445,6.1915965,24,1307.4
eb29cc736838444d,CENDO_FM,4,1.0,4.139529562472556,859.9012688201472,0.117971845,7.284114,7.8095665,18,905.3157894736842
f7acef9e901f405c,CENDO_FM,4,1.0,1.1950104634381251,6897.252098151102,0.073586285,12.125729,19.455463,1,12526.5
fe5d372e43f94f68,CENDO_FM,4,1.0,3.640076906801556,1144.7780223451286,0.10753272,6.057327,4.3694625,22,1164.2173913043478
